Rule Name,Category,Category II,Category III,Payer,State,Last Reviewed,Date Updated,Description of Billing Rule (See Conditions tab for alert message),Description,NOTES/Resources,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-23,COVID19,,Coding,,,3/22/22,3/22/22,"On March 22, 2022 at 11:59 pm ET, the HRSA COVID-19 Uninsured Program will stop accepting claims for testing and treatment due to lack of sufficient funds.

On April 5, 2022 at 11:59 pm ET, the HRSA COVID-19 Uninsured Program will also stop accepting vaccination claims due to a lack of sufficient funds.

For more information, please see the HRSA website.",,https://www.hrsa.gov/coviduninsuredclaim,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-24,COVID19,,Payer,Medicare,ADD END DATE,5/16/23,5/16/2023,Append modifier CS Cost-sharing for specified covid-19 testing-related services that result in an order for or administration of a covid-19 test on applicable claim lines to identify the service as subject to the cost-sharing wavier for COVID-19 testing-related services.,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-25,ICD-10,(A00-B99) Chapter 1: Certain Infectious and Parastic Diseases ,Coding,,,4/10/23,4/10/23,"Review updated COVID-19 ICD-10-CM reporting guidelines, if applicable.  For a confirmed COVID-19 diagnosis, assign code U07.1, COVID-19. If the provider documents ""suspected,"" ""possible,"" ""probable,"" or “inconclusive” COVID19, do not assign code U07.1. Assign a code(s) explaining the reason for encounter (such as fever) or Z20.828, Contact with and (suspected) exposure to other viral communicable diseases. For cases where there is a concern about a possible exposure to COVID-19, but this is ruled out after evaluation, assign code Z03.818, Encounter for observation for suspected exposure to other biological agents ruled out. ",https://www.cms.gov/files/document/fy-2023-icd-10-cm-coding-guidelines-updated-01/11/2023.pdf,https://www.cms.gov/files/document/fy-2023-icd-10-cm-coding-guidelines-updated-01/11/2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-26,ICD-10,,Coding,,,4/10/23,,"A new ICD-10 code was released effective 1/1/21. Z11.52 - Encounter for screening for COVID-19. Review updated COVID-19 ICD-10-CM reporting guidelines, if applicable.  ",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-27,ICD-10,,Coding,,,4/10/23,,"A new ICD-10 code was released effective 1/1/21. Z20.822 - Contact with and (suspected) exposure to COVID-19. Review updated COVID-19 ICD-10-CM reporting guidelines, if applicable. ",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-28,ICD-10,,Coding,,,4/10/23,,"Per ICD-10-CM guidelines for J12.82 (pneumonia due to coronavirus disease 2019), code first COVID-19 (U07.1) Review updated COVID-19 ICD-10-CM reporting guidelines, if applicable. ",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-29,ICD-10,,Coding,,,4/10/23,,"A new ICD-10 code was released effective 1/1/21. J12.82 - Pneumonia due to coronavirus disease 2019. Review updated COVID-19 ICD-10-CM reporting guidelines, if applicable.  ",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-3,COVID19,,Payer,Cigna,,,,"For virtual or face-to-face visit for screening for suspected or likely COVID-19 exposure, use modifier CS & CR on CMS1500 claims.",3/2/20-5/31/20,https://static.cigna.com/assets/chcp/resourceLibrary/medicalResourcesList/medicalDoingBusinessWithCigna/medicalDbwcCOVID-19.html,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-30,ICD-10,,Coding,,,4/10/23,4/10/23,"M35.81 guidelines state to code first U07.1 COVID-19. If an individual with a history of COVID-19 develops MIS, assign codes M35.81, Multisystem inflammatory syndrome, and
U09.9, Post COVID-19 condition, unspecified. Code also any complications.",,https://www.cms.gov/files/document/fy-2023-icd-10-cm-coding-guidelines-updated-01/11/2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-31,ICD-10,,Coding,,ADD END DATE,5/16/23,5/16/23,"Review payer guidelines to determine if cost sharing modifiers (CS, CR) may be required for COVID-19 testing/treatment.",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-32,ICD-10,,Coding,,ADD END DATE,5/16/23,5/16/23,"During the COVID-19 pandemic, a screening code is generally not appropriate. Do not assign code Z11.52, Encounter for screening for COVID-19. For encounters for COVID-19 testing, including preoperative testing, code as exposure to COVID-19 (Z20.822)",https://www.cms.gov/files/document/fy-2023-icd-10-cm-coding-guidelines-updated-01/11/2023.pdf,https://www.cms.gov/files/document/fy-2023-icd-10-cm-coding-guidelines-updated-01/11/2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-33,COVID19,,Payer,,ADD END DATE,5/16/23,5/16/23,Append modifier CS or CR (when appropriate) for specified COVID-19 testing-related services that result in an order for or administration of a COVID-19 test on applicable claim lines to identify the service as subject to the cost-sharing wavier for COVID-19 testing-related services.,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-34,COVID19,,Modifier,Non-RHC/FQHC,,4/10/23,,CS Modifier not appropriate for Preventative visits.,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-35,ICD-10,,Coding,,,4/10/23,,"Review ICD-10 coding.  If the encounter is due to COVID-19, do not code B97.21 (SARS-associated coronavirus as the cause of diseases classified elsewhere).  Use U07.1 (COVID-19).",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-36,COVID-19,Laboratory,Coding,,ADD END DATE,6/1/23,6/1/23,"HCPCS codes (G2023, G2024) for COVID-19 specimen collection are for use by independent laboratories, not medical practices.	
",https://codingintel.com/specimen-collection-for-covid-19/,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-37,COVID-19,Uninsured,Payer ,HRSA,,6/24/21,10/13/21,"Per HRSA COVID Uninsured Guidelines, COVID-19 vaccine products are not reimbursable. Hide on the claim to prevent claim rejections.",https://coviduninsuredclaim.linkhealth.com/billing-codes.html,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-38,COVID-19,Uninsured,Payer ,HRSA,,6/25/21,,"For dates of service or discharges on or after April 1, 2020, providers will use primary diagnosis U07.1 to indicate COVID-19 is the primary reason for treatment except for pregnancy for which providers will use O98.5- as primary diagnosis and U07.1 as the secondary diagnosis.
",https://coviduninsuredclaim.linkhealth.com/billing-codes.html,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-39,COVID-19,Uninsured,Payer ,HRSA,,6/25/21,,"Per CMS guidelines, payment for procedure code 99072 is always bundled into payment for other services not specified and no separate payment is made. Hide on claim with $0.00 fee or remove from claim to prevent claim rejections.",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-4,COVID19,,Payer,Cigna,,,,"For virtual or face-to-face visit for screening for suspected or likely COVID-19 exposure, use condition code DR on UB04 claims",3/2/20-5/31/20,https://static.cigna.com/assets/chcp/resourceLibrary/medicalResourcesList/medicalDoingBusinessWithCigna/medicalDbwcCOVID-19.html,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-40,COVID-19,Uninsured,Payer ,HRSA,,6/25/21,10/13/21,"Per HRSA COVID Uninsured Guidelines, COVID-19 vaccine administration should not be billed with any other services.",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-41,COVID-19,Uninsured,Payer ,Self-Pay,,9/20/23,9/20/23, CDC COVID-19 Vaccination Program has been discontinued as of 9/11/2023,https://www.cdc.gov/vaccines/covid-19/vaccination-provider-support.html,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-42,COVID-19,,Coding,,,4/10/23,,"For an encounter for antibody testing that is not being performed to confirm a current COVID-19 infection, nor is a follow-up test after resolution of COVID-19, assign Z01.84, Encounter for antibody response examination.",https://www.cms.gov/files/document/fy-2023-icd-10-cm-coding-guidelines-updated-01/11/2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-43,COVID-19,,,Duplicate,Delete,4/10/23,4/10/23,"M35.81 has guidelines to code first U07.1 COVID-19, if applicable and state to use additional codes, if applicable, for  exposure to COVID-19 or SARS-CoV-2 infection (Z20.822),  personal history of or  sequelae of COVID-19 (U09.9). Code also any complications.",https://www.cms.gov/medicare/icd-10/2022-icd-10-cm,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-44,COVID-19,,,,,4/10/23,,"For individuals who previously had COVID-19, without residual symptom(s) or condition(s), and are being seen for follow-up evaluation, and COVID-19 test results are negative, assign codes Z09, Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm, and Z86.16, Personal history of COVID-19.",https://www.cms.gov/medicare/icd-10/2022-icd-10-cm,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-45,COVID-19,,,,,4/24/23,,"Also assign code(s) for the specific symptoms or conditions related to the previous COVID-19 infection, if known. Code U09.9 should not be assigned for manifestations of an active (current) COVID-19 infection.",https://www.cms.gov/medicare/icd-10/2022-icd-10-cm,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-46,COVID19,,,,,8/28/23,8/28/23,"Add M0201 for Covid vaccine given at the patient's home including assisted living, homeless shelters,temporary lodging and group homes under certain circumstances.",https://www.aapc.com/blog/81734-covid-19-vaccine-boosters-covered-by-medicare/,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-47,Teleheath,,Payer,Duplicate,Delete,4/24/23,4/24/23,Append modifier GT to claims using the normal place of service where services are usually rendered instead of 02/10.,https://medicaid.ncdhhs.gov/blog/2020/04/07/special-bulletin-covid-19-34-telehealth-clinical-policy-modifications-definitions-eligible-providers#d-modifiers,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-48,COVID-19,COVID-19 Monoclonal Antibodies and their Administration,Coding,Duplicate,Delete,4/10/23,4/10/23, Regeneron (REGEN-COV) intravenous infusion or subcutaneous injection is not currently authorized by the FDA. Please verify coding.,https://www.cms.gov/monoclonal,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-49,COVID-19,COVID-19 Monoclonal Antibodies and their Administration,Coding,,Delete,4/10/23,4/10/23, Regeneron (REGEN-COV) intravenous infusion or subcutaneous injection is not currently authorized by the FDA. Please verify coding.,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-5,COVID19,,Payer,Cigna,,,,"For diagnostic COVID-19 related laboratory tests (other than COVID-19 test), use modifier CS & CR on CMS1500 claims.",3/2/20-5/31/20,https://static.cigna.com/assets/chcp/resourceLibrary/medicalResourcesList/medicalDoingBusinessWithCigna/medicalDbwcCOVID-19.html,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-50,COVID-19,COVID-19 Monoclonal Antibodies and their Administration,Coding,,Delete,4/10/23,4/10/23,"There is an administration code for Regeneron intravenous infusion or subcutaneous injection when performed in the home or residence.  Review CPT versus place of service. Q0244, Q0241 should be used for home treatments.",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-51,COVID-19,,Coding,,,4/10/23,,Review billing for COVID-19 specimen collection with 99000/99001- many payers bundle this code.  CMS has approved 99211 for specimen collection for new and established patients; check other payors for reimbursement policies.,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-52,COVID-19,COVID-19 Monoclonal Antibodies and their Administration,Coding,,,9/20/23,4/10/23,"The FDA announced that, due to the high frequency of the Omicron variant, this monoclonal antibody product isn’t currently authorized in any U.S region and may not be administered for treatment or post-exposure prevention of COVID-19 under the EUA until further notice by the FDA.",https://www.cms.gov/monoclonal,https://www.cms.gov/monoclonal,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-53,COVID-20,COVID-19 Monoclonal Antibodies and their Administration,Payer,Medicare Advantage,,2/10/22,4/3/23,"For Medicare Advantage Plan patients treated in 2021, submit claims for administering COVID-19 monoclonal antibody products to Original Medicare. ",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-54,COVID-19,,Coding,,,9/20/23,,Review place of service. M0201 is for the additional payment for administering the COVID-19 vaccine to certain Medicare patients in their homes.,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-55,COVID-19,,Payer,Humana,Delete,5/24/23,5/24/23,"Humana requires a provider to submit a charge for a telehealth service with the place of service (POS) code that would have been reported had the service been furnished in person. In addition, Humana requires a provider to report a telehealth or other virtual service with modifier 95 or modifier FQ (audio only), as applicable, to identify that the service was furnished via telecommunications-based technology. ",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-56,COVID-19,,,,,8/28/23,8/28/23,Vaccine is no longer approved for use in the United States after 4/18/2023,https://www.cms.gov/medicare/medicare-part-b-drug-average-sales-price/vaccine-pricing,https://www.cms.gov/outreach-and-education/outreach/ffsprovpartprog/provider-partnership-email-archive/75730954/2023-08-17-mlnc#_Toc143093084,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-57,COVID-19,,,,,8/28/23,8/28/23,Vaccine is no longer approved for use in the United States after 6/1/2023,https://www.cms.gov/medicare/medicare-part-b-drug-average-sales-price/vaccine-pricing,https://www.cms.gov/outreach-and-education/outreach/ffsprovpartprog/provider-partnership-email-archive/75730954/2023-08-17-mlnc#_Toc143093084,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-58,COVID-19,,,,,9/20/23,9/20/23,"Vaccine is no longer approved for use in the United States. To report 3 mcg Pfizer tris-sucrose vaccine, see 91318",,https://www.cms.gov/medicare/payment/all-fee-service-providers/medicare-part-b-drug-average-sales-price/vaccine-pricing,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-6,COVID19,,Payer,Medicaid,Delete,4/10/23,9/14/22,"COVID-19: When reporting services via telephone the appropriate CPT/HCPCS, Place of Service 02, and the GT,FQ.",https://www.michigan.gov/-/media/Project/Websites/mdhhs/Folder50/Folder15/HASA_22-03-Code_Update.pdf?rev=cd7658ee2c1546ee86f13e90c896d6d1,https://content.govdelivery.com/attachments/MIDHHS/2020/03/20/file_attachments/1407135/MSA%2020-13-CORRECTED.pdf,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-7,COVID19,North Carolina,Payer,Medicaid,Delete,5/16/23,5/16/23,COVID-19 #34: Telehealth Provisions - Modifier CR (catastrophe/disaster related) must be appended to all claims for CPT and HCPCS codes listed in this policy to relax frequency limitations defined in code definitions.,,https://medicaid.ncdhhs.gov/blog/2020/04/07/special-bulletin-covid-19-34-telehealth-clinical-policy-modifications-definitions-eligible-providers#d-modifiers,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-8,COVID19,,Payer,BCBS,North Carolina,4/10/23,4/10/23,"To report audio/telephone only visits, append modifier 93 or FQ with place of service 02 or 10.",,,,,,,,,,,,,,,,,,,,,,,,,,
COVID19-9,COVID19,,Payer,BCBS,Delete,4/10/23,4/10/23,COVID-19: Report 99499-GT with modifier -CR in the second position and place of service 02 for telephonic only NEW patient digital evaluation and management encounters.,,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES2,Digestive System,Colonoscopy,Coding,,,3/14/2023,3/14/2023,"Report 49568 in addition to 11004-11006 or 49560-49566. When mesh or a prosthesis is implanted at the time of an incisional or a ventral hernia repair, report 49568 in addition to the primary procedure code.",,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES3,Digestive System,Colonoscopy,Coding,Medicare,,3/13/23,,Report a screening colonoscopy for a Medicare patient using G0105 (colorectal cancer screening; colonoscopy on individual at high risk) and G0121 (colorectal cancer screening; colonoscopy on individual not meeting the criteria for high risk).,,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES4,Digestive System,Screening Colonoscopy,Coding,,,3/13/23,3/13/23,"Modifier PT should not be used for G0104,G0105,G0106,G0120,G0121,G0122",,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES5,Digestive System,Colonoscopy,Coding,,,3/13/23,,A surgical Colonoscopy includes a diagnostic Colonoscopy and should not be billed separately.,,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES6,Digestive System,EGD,Coding,,,3/13/23,,A surgical EGD includes a diagnostic EGD and should not be billed separately.,,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES7,Digestive System,Colonoscopy,Coding,Commercial,,3/13/23,,If colonoscopy was performed as a screening add modifier 33.,,https://bulletin.facs.org/2016/05/coding-and-reimbursement-for-colonoscopy/,,,,,,,,,,,,,,,,,,,,,,,,
DIGES8,Digestive System,Colonoscopy,Coding,Commercial,,3/13/23,,"If screening colonoscopy turned into a diagnostic colonoscopy, add modifier 33.",,https://bulletin.facs.org/2016/05/coding-and-reimbursement-for-colonoscopy/,,,,,,,,,,,,,,,,,,,,,,,,
DIGES9,Digestive System,Colonoscopy,Coding,Medicare,,3/13/23,,"If screening colonoscopy turned into a diagnostic colonoscopy, add modifier PT.",,https://bulletin.facs.org/2016/05/coding-and-reimbursement-for-colonoscopy/,,,,,,,,,,,,,,,,,,,,,,,,
DIGES10,Digestive System,,Coding,,,3/24/23,3/24/23,"82270 is used for colorectal neoplasm screening and is not normally ordered for children or adults under 45 years of age. If testing was for other reasons besides a neoplasm screening, please see 82272.",,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES11,Digestive System,Hernia repair,Coding,,,3/13/23,,49560 is an expired code. See CPT 49591-49618.,,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES12,Digestive System,Hernia repair mesh,Coding,,,3/13/23,,"49568 (implantation of mesh or other prosthesis) is an expired code. To report, use appropriate CPT that includes the mesh placement. See 49591-49596, 49600, 49605, 49606, 49610-49611, [49613, 49614, 49615, 49616, 49617, 49618]",,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES13,Digestive System,Excludes 1 ICD10,Coding,,,3/1/23,,R10.1* and K30 should not be billed together per Excludes 1 guidelines.,,,,,,,,,,,,,,,,,,,,,,,,,,
DIGES14,Digestive System,KX Modifier,Coding,Medicare,,5/24/23,5/24/23,"If a screening colonoscopy is being performed due to a positive stool-based screening (82270,81528,G0328), assign modifier KX to G0105/G0121",,https://www.cms.gov/files/document/mm13017-removal-national-coverage-determination-expansion-coverage-colorectal-cancer-screening.pdf,,,,,,,,,,,,,,,,,,,,,,,,
DME1,Durable Medical Equipment,,Payer,,,2/22/22,,"Manual wheelchair bases may require the usage of the KX modifier to identify that the requirements identified in the medical policy have been met. If requirements were not met, see also modifier EY, GA, GY, or GZ. Review payer guidelines.",,,,,,,,,,,,,,,,,,,,,,,,,,
DME10,Durable Medical Equipment,,Payer,,,2/22/22,,"Ankle-Foot/Knee-Ankle-Foot Orthosis may require the usage of the KX modifier to identify that the requirements identified in the medical policy have been met. If requirements were not met, see also modifier EY, GA, GY, or GZ. Review payer guidelines.	",,,,,,,,,,,,,,,,,,,,,,,,,,
